pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
_25460_/B,66609,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25460_,_06166_,1.6564661101114986e-11,1.0019589602450196e-09,2.467027415686829e-10,2.4474441917554657e-10,6.001750415350463e-16
_25460_/C,66663,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25460_,_06216_,7.156522336543292e-12,5.889745358089726e-10,5.087996135522133e-10,6.591217571738639e-10,6.007239718244263e-16
_25460_/Y,66754,63857,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25460_,_06217_,1.961293107088924e-11,5.889744802978214e-10,5.269649716588276e-10,6.887782011411048e-10,-1
_25461_/A1,67486,63871,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25461_,_05871_,1.9208972953932424e-11,5.024369253980865e-10,8.925348793376031e-10,9.023764513393928e-10,6.200080003576506e-16
_25461_/A2,67581,63837,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25461_,_06217_,1.961314617660026e-11,7.163674653476448e-10,5.270038294646895e-10,6.888171699692691e-10,6.341729852741434e-16
_25461_/B,67635,63837,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25461_,_05880_,1.8175979818457755e-11,4.897200978071226e-10,9.226964192698972e-10,9.120588173594513e-10,6.344629881794596e-16
_25461_/Y,67720,63907,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25461_,_06218_,1.1988282762331881e-11,4.897201533182738e-10,9.3833785186348e-10,9.31648647117811e-10,-1
_25462_/A,57213,41445,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25462_,_18390_,1.675517710686414e-11,8.064791612305555e-10,4.4743192484375527e-10,4.665574038220655e-10,5.225650124681606e-16
_25462_/B,57117,41445,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25462_,_19033_,2.2038709399097023e-11,7.166344739850672e-10,5.329524044306311e-10,5.555866322559666e-10,5.65708000361848e-16
_25462_/Y,57326,41445,0,-1,0,0,1,9.216000358691634e-14,3.199999987213431e-10,0,_25462_,_06219_,7.305528577916665e-12,7.166344739850672e-10,5.52946521903408e-10,5.753706955324844e-10,-1
_25463_/A1,57442,41428,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25463_,_06099_,1.94570245332093e-11,7.626907438940123e-10,5.444366624196562e-10,5.268328551188972e-10,6.200080003576506e-16
_25463_/A2,57537,41463,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25463_,_19035_,2.4971814546748128e-11,7.32716887164031e-10,5.735262265105234e-10,5.495574550984372e-10,6.341729852741434e-16
_25463_/B,57591,41463,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25463_,_06219_,7.30557801753573e-12,7.16634418473916e-10,5.529552371541513e-10,5.753795218055302e-10,6.344629881794596e-16
