src,tar,src_type,tar_type
_073203_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_2.dout\[8\],cell,net
_012391_,_073204_,net,cell
_073204_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_2.dout\[9\],cell,net
_012390_,_073205_,net,cell
_073205_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_2.dout\[10\],cell,net
_012067_,_073206_,net,cell
_073206_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[0\],cell,net
_012066_,_073207_,net,cell
_073207_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[1\],cell,net
_012065_,_073208_,net,cell
_073208_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[2\],cell,net
_012064_,_073209_,net,cell
_073209_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[3\],cell,net
_012063_,_073210_,net,cell
_073210_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[4\],cell,net
_012062_,_073211_,net,cell
_073211_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[5\],cell,net
_012061_,_073212_,net,cell
_073212_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[6\],cell,net
_012060_,_073213_,net,cell
_073213_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[7\],cell,net
_012059_,_073214_,net,cell
_073214_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[8\],cell,net
_012058_,_073215_,net,cell
_073215_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[9\],cell,net
_012057_,_073216_,net,cell
_073216_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_1.dout\[10\],cell,net
_011748_,_073217_,net,cell
_073217_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[0\],cell,net
_011747_,_073218_,net,cell
_073218_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[1\],cell,net
_011746_,_073219_,net,cell
_073219_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[2\],cell,net
_011745_,_073220_,net,cell
_073220_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[3\],cell,net
_011744_,_073221_,net,cell
_073221_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[4\],cell,net
_011743_,_073222_,net,cell
_073222_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[5\],cell,net
_011742_,_073223_,net,cell
_073223_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[6\],cell,net
_011741_,_073224_,net,cell
_073224_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[7\],cell,net
_011740_,_073225_,net,cell
_073225_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[8\],cell,net
_011739_,_073226_,net,cell
_073226_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[9\],cell,net
_011738_,_073227_,net,cell
_073227_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_0.dout\[10\],cell,net
_011381_,_073228_,net,cell
_073228_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[0\],cell,net
_011380_,_073229_,net,cell
_073229_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[1\],cell,net
_011379_,_073230_,net,cell
_073230_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[2\],cell,net
_011378_,_073231_,net,cell
_073231_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[3\],cell,net
_011377_,_073232_,net,cell
_073232_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[4\],cell,net
_011376_,_073233_,net,cell
_073233_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[5\],cell,net
_011375_,_073234_,net,cell
_073234_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[6\],cell,net
_011374_,_073235_,net,cell
_073235_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[7\],cell,net
_011373_,_073236_,net,cell
_073236_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[8\],cell,net
_011372_,_073237_,net,cell
_073237_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[9\],cell,net
_011371_,_073238_,net,cell
_073238_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_0.dout\[10\],cell,net
_011697_,_073239_,net,cell
_073239_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[0\],cell,net
_011696_,_073240_,net,cell
_073240_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[1\],cell,net
_011695_,_073241_,net,cell
_073241_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[2\],cell,net
_011694_,_073242_,net,cell
_073242_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[3\],cell,net
_011693_,_073243_,net,cell
_073243_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[4\],cell,net
_011692_,_073244_,net,cell
_073244_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[5\],cell,net
_011691_,_073245_,net,cell
_073245_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[6\],cell,net
_011690_,_073246_,net,cell
_073246_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[7\],cell,net
_011689_,_073247_,net,cell
