src,tar,src_type,tar_type
_079491_/A1,_079491_,pin,cell
_079491_/A2,_079491_,pin,cell
_079491_,_079491_/ZN,cell,pin
_079492_/A,_079492_,pin,cell
_079492_,_079492_/Z,cell,pin
_079493_/A1,_079493_,pin,cell
_079493_/A2,_079493_,pin,cell
_079493_,_079493_/ZN,cell,pin
_079494_/A,_079494_,pin,cell
_079494_,_079494_/ZN,cell,pin
_079495_/A1,_079495_,pin,cell
_079495_/A2,_079495_,pin,cell
_079495_,_079495_/ZN,cell,pin
_079496_/A,_079496_,pin,cell
_079496_,_079496_/ZN,cell,pin
_079497_/A1,_079497_,pin,cell
_079497_/A2,_079497_,pin,cell
_079497_,_079497_/ZN,cell,pin
_079498_/A,_079498_,pin,cell
_079498_,_079498_/ZN,cell,pin
_079499_/A,_079499_,pin,cell
_079499_,_079499_/Z,cell,pin
_079500_/A1,_079500_,pin,cell
_079500_/A2,_079500_,pin,cell
_079500_,_079500_/ZN,cell,pin
_079501_/A,_079501_,pin,cell
_079501_,_079501_/ZN,cell,pin
_079502_/A,_079502_,pin,cell
_079502_,_079502_/ZN,cell,pin
_079503_/A,_079503_,pin,cell
_079503_,_079503_/ZN,cell,pin
_079504_/A,_079504_,pin,cell
_079504_,_079504_/ZN,cell,pin
_079505_/A,_079505_,pin,cell
_079505_,_079505_/ZN,cell,pin
_079506_/A,_079506_,pin,cell
_079506_,_079506_/ZN,cell,pin
_079507_/A,_079507_,pin,cell
_079507_,_079507_/Z,cell,pin
_079508_/A,_079508_,pin,cell
_079508_,_079508_/Z,cell,pin
_079509_/A1,_079509_,pin,cell
_079509_/A2,_079509_,pin,cell
_079509_,_079509_/ZN,cell,pin
_079510_/A,_079510_,pin,cell
_079510_,_079510_/ZN,cell,pin
_079511_/A,_079511_,pin,cell
_079511_,_079511_/Z,cell,pin
_079512_/A1,_079512_,pin,cell
_079512_/A2,_079512_,pin,cell
_079512_,_079512_/ZN,cell,pin
_079513_/A,_079513_,pin,cell
_079513_,_079513_/Z,cell,pin
_079514_/A1,_079514_,pin,cell
_079514_/A2,_079514_,pin,cell
_079514_,_079514_/ZN,cell,pin
_079515_/A,_079515_,pin,cell
_079515_,_079515_/ZN,cell,pin
_079516_/A1,_079516_,pin,cell
_079516_/A2,_079516_,pin,cell
_079516_,_079516_/ZN,cell,pin
_079517_/A,_079517_,pin,cell
_079517_,_079517_/ZN,cell,pin
_079518_/A1,_079518_,pin,cell
_079518_/A2,_079518_,pin,cell
_079518_,_079518_/ZN,cell,pin
_079519_/A,_079519_,pin,cell
_079519_,_079519_/Z,cell,pin
_079520_/A1,_079520_,pin,cell
_079520_/A2,_079520_,pin,cell
_079520_,_079520_/ZN,cell,pin
_079521_/A,_079521_,pin,cell
_079521_,_079521_/ZN,cell,pin
_079522_/A1,_079522_,pin,cell
_079522_/A2,_079522_,pin,cell
_079522_,_079522_/ZN,cell,pin
_079523_/A,_079523_,pin,cell
_079523_,_079523_/ZN,cell,pin
_079524_/A1,_079524_,pin,cell
_079524_/A2,_079524_,pin,cell
_079524_,_079524_/ZN,cell,pin
_079525_/A,_079525_,pin,cell
_079525_,_079525_/ZN,cell,pin
_079526_/A,_079526_,pin,cell
_079526_,_079526_/Z,cell,pin
_079527_/A1,_079527_,pin,cell
_079527_/A2,_079527_,pin,cell
_079527_,_079527_/ZN,cell,pin
_079528_/A,_079528_,pin,cell
_079528_,_079528_/ZN,cell,pin
_079529_/A,_079529_,pin,cell
_079529_,_079529_/Z,cell,pin
_079530_/A1,_079530_,pin,cell
_079530_/A2,_079530_,pin,cell
_079530_,_079530_/ZN,cell,pin
_079531_/A,_079531_,pin,cell
_079531_,_079531_/ZN,cell,pin
_079532_/A1,_079532_,pin,cell
_079532_/A2,_079532_,pin,cell
_079532_,_079532_/ZN,cell,pin
_079533_/A,_079533_,pin,cell
_079533_,_079533_/ZN,cell,pin
_079534_/A,_079534_,pin,cell
_079534_,_079534_/Z,cell,pin
_079535_/A1,_079535_,pin,cell
_079535_/A2,_079535_,pin,cell
_079535_,_079535_/ZN,cell,pin
_079536_/A1,_079536_,pin,cell
_079536_/A2,_079536_,pin,cell
_079536_,_079536_/ZN,cell,pin
_079537_/A,_079537_,pin,cell
_079537_,_079537_/ZN,cell,pin
_079538_/A1,_079538_,pin,cell
_079538_/A2,_079538_,pin,cell
_079538_,_079538_/ZN,cell,pin
_079539_/A,_079539_,pin,cell
_079539_,_079539_/ZN,cell,pin
_079540_/A1,_079540_,pin,cell
_079540_/A2,_079540_,pin,cell
_079540_,_079540_/ZN,cell,pin
_079541_/A,_079541_,pin,cell
_079541_,_079541_/Z,cell,pin
_079542_/A1,_079542_,pin,cell
_079542_/A2,_079542_,pin,cell
_079542_,_079542_/ZN,cell,pin
_079543_/A,_079543_,pin,cell
_079543_,_079543_/ZN,cell,pin
_079544_/A1,_079544_,pin,cell
_079544_/A2,_079544_,pin,cell
_079544_,_079544_/ZN,cell,pin
