pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
_06235_/A,186500,243280,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06235_,net16,4.0106215570823167e-10,1.0000000150474662e+30,3.39670902516076e-10,2.4808236021023333e-10,2.466999976020621e-15
_06235_/B,185640,243280,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06235_,_01051_,2.460255887903884e-10,1.0000000150474662e+30,7.72112263014435e-10,7.866205464779341e-10,2.500999878523409e-15
_06235_/Y,185896,243431,0,-1,0,0,1,8.606999932648379e-14,1.4944788739867931e-09,0,_06235_,_01052_,2.087680722739904e-10,1.0000000150474662e+30,1.0309437747935135e-09,8.837500176106516e-10,-1
_06236_/A0,177400,215853,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06236_,dp.rf.rf\[4\]\[0\],9.639376102876795e-11,-6.3656901971853586e-09,1.08538500409594e-09,1.05864739197159e-09,1.8880000170131035e-15
_06236_/A1,175590,215935,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06236_,dp.rf.rf\[5\]\[0\],1.0837569036636907e-10,-6.368715332882857e-09,1.0941784145401812e-09,1.0634394476127795e-09,1.8749999670968813e-15
_06236_/A2,171741,215635,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06236_,dp.rf.rf\[6\]\[0\],1.0416435769489141e-10,-6.37575592321582e-09,1.0912774017768356e-09,1.0620332391297893e-09,1.8090000068797735e-15
_06236_/A3,173130,215896,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06236_,dp.rf.rf\[7\]\[0\],1.104395325191021e-10,-6.388354734099266e-09,1.096138291245552e-09,1.0647884796100016e-09,1.8280000146778715e-15
_06236_/S0,173161,216380,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06236_,net219,5.716757622842294e-10,1.0000000150474662e+30,1.3539225296455015e-09,9.735440231750658e-10,5.766000182064147e-15
_06236_/S1,173590,215897,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06236_,net224,4.486733762298911e-10,1.0000000150474662e+30,1.072834487914065e-09,8.37562075250986e-10,3.2790000640929573e-15
_06236_/X,178272,216233,0,-1,0,0,1,3.0121800778486196e-13,1.5034399281077526e-09,0,_06236_,_01053_,1.1618980777505783e-10,-6.388354734099266e-09,1.7485783931903143e-09,1.9891912561575964e-09,-1
_06237_/A1,180800,246340,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06237_,net15,6.523362405808086e-10,1.0000000150474662e+30,5.273284031659387e-10,3.51072559912069e-10,8.538999280609857e-15
_06237_/A2,183075,246332,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06237_,_01045_,1.358570894671729e-10,-6.465047608372743e-09,1.400533133910642e-09,1.6523987733663148e-09,8.53599993694363e-15
_06237_/A3,185697,246473,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06237_,_01047_,9.005582390919642e-10,1.0000000150474662e+30,1.212332345623679e-09,6.773892557987438e-10,8.977999516512816e-15
_06237_/B1,179250,246360,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06237_,_01052_,2.087680722739904e-10,1.0000000150474662e+30,1.031320251421164e-09,8.840894683004308e-10,8.731999972806485e-15
_06237_/B2,176755,246107,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06237_,_01053_,1.1619905732063174e-10,-6.388354734099266e-09,1.7497128190768763e-09,1.9902104408942023e-09,9.164999827311095e-15
_06237_/Y,178420,245992,0,-1,0,0,1,2.517800150227817e-13,1.9155599328968265e-09,0,_06237_,_01054_,2.2435100999196322e-10,-6.465047608372743e-09,2.2442336877759317e-09,1.8265799983652187e-09,-1
_06238_/A,104150,52850,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_06238_,net17,4.439915379794712e-10,1.0000000150474662e+30,3.5080555127464663e-10,2.4175442203677733e-10,4.0394997866425794e-14
